#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Campylobacter jejuni subsp. jejuni LMG 9872	889236	PRJNA180384	180384	Proteobacteria	delta/epsilon subdivisions	1.6204	46	-	-	-	-	AIPM01	91	1708	1673	2012/03/16	2012/11/17	Scaffolds or contigs	Cornell University
Campylobacter jejuni subsp. jejuni LMG 23210	889237	PRJNA180385	180385	Proteobacteria	delta/epsilon subdivisions	1.7641	46	-	-	-	-	AIPN01	164	1911	1878	2012/03/16	2012/11/17	Scaffolds or contigs	Cornell University
Campylobacter jejuni subsp. jejuni LMG 23211	889238	PRJNA180386	180386	Proteobacteria	delta/epsilon subdivisions	1.67236	46	-	-	-	-	AIPO01	112	1783	1748	2012/03/16	2012/11/17	Scaffolds or contigs	Cornell University
Campylobacter jejuni subsp. jejuni NW	1093788	PRJNA182032	182032	Proteobacteria	delta/epsilon subdivisions	1.65269	30.3	-	-	-	-	AGTE01	59	-	-	2011/11/04	2012/11/23	Scaffolds or contigs	Comparative Enteric Diseases Laboratory, Michigan State University
Campylobacter jejuni subsp. jejuni D2600	1093789	PRJNA182033	182033	Proteobacteria	delta/epsilon subdivisions	1.62233	30.5	-	-	-	-	AGTF01	51	-	-	2011/11/04	2012/11/23	Scaffolds or contigs	Comparative Enteric Diseases Laboratory, Michigan State University
Campylobacter jejuni str. NCCP No. 15742	1293289	PRJNA188654	188654	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	Korea National Institute of Health
Campylobacter jejuni subsp. jejuni R14	1295010	PRJNA189664	189664	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Nottingham
Campylobacter jejuni subsp. jejuni ICDCCJ07002	1295394	PRJNA189791	189791	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute for Communicable Disease Control and Prevention, and State Key Laboratory for Infectious Disease Prevention and Control, Chinese Center for Disease Control and Prevention
Campylobacter jejuni subsp. jejuni ICDCCJ07004	1295400	PRJNA189793	189793	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention
Campylobacter jejuni BJ-CJD101	1310162	PRJNA194378	194378	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China.
Campylobacter jejuni HN-CJD07035	1310163	PRJNA194379	194379	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China
Pseudomonas fluorescens NZ011	564420	PRJNA32035	32035	Proteobacteria	Gammaproteobacteria	6.81443	58.5	-	-	-	-	AJXJ01	973	-	-	2012/07/09	2012/07/09	Scaffolds or contigs	The Sainsbury Laboratory
Pseudomonas fluorescens NZ052	564421	PRJNA32037	32037	Proteobacteria	Gammaproteobacteria	6.82765	60.1	-	-	-	-	AJXH01	440	-	-	2012/07/09	2012/07/09	Scaffolds or contigs	The Sainsbury Laboratory
Pseudomonas fluorescens NZI7	564422	PRJNA32039	32039	Proteobacteria	Gammaproteobacteria	6.81409	63.2	-	-	-	-	AJXF01	1032	-	-	2012/07/09	2012/07/09	Scaffolds or contigs	The Sainsbury Laboratory
Pseudomonas fluorescens NZ007	690597	PRJNA41635	41635	Proteobacteria	Gammaproteobacteria	6.4742	60	-	-	-	-	AKBR01	141	-	-	2012/07/23	2012/07/30	Scaffolds or contigs	The Sainsbury Laboratory
Pseudomonas fluorescens KY485	743712	PRJNA46287	46287	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Northern Kentucky University
Pseudomonas fluorescens Pf0-1	205922	PRJNA57591	57591	Proteobacteria	Gammaproteobacteria	6.43841	60.5	NC_007492.2	CP000094.2	-	-	-	1	5829	5722	2005/10/07	2012/06/13	Complete	DOE Joint Genome Institute
Pseudomonas fluorescens WH6	746360	PRJNA60611	60611	Proteobacteria	Gammaproteobacteria	6.27087	60.6	NZ_CM001025.1	CM001025.1	-	-	AEAZ01	1	5917	5862	2010/11/05	2010/11/30	Complete	Oregon State University
Pseudomonas fluorescens Wayne1	1007656	PRJNA65793	65793	Proteobacteria	Gammaproteobacteria	6.8158	63.4	-	-	-	-	CADW01	337	-	-	2011/06/22	2011/06/22	Scaffolds or contigs	The Ohio State University
Pseudomonas fluorescens HK44	1042209	PRJNA67805	67805	Proteobacteria	Gammaproteobacteria	6.04145	58.7	-	-	-	-	AFOY01	131	-	-	2011/06/10	2011/06/10	Scaffolds or contigs	Center for Environmental Biotechnology
Pseudomonas fluorescens PF28	1081092	PRJEA72803	72803	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Microbial Biotechnology Laboratory
Pseudomonas fluorescens 1206	1081647	PRJNA72849	72849	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Yunnan Academy of Tobacco Agricultural Sciences 
Pseudomonas fluorescens Wood1R	1085031	PRJEA73041	73041	Proteobacteria	Gammaproteobacteria	6.68132	60.8	-	-	-	-	CAFF01	1437	-	-	2011/10/11	2011/10/11	Scaffolds or contigs	The Ohio State Univeristy
Pseudomonas fluorescens CHA0	1124983	PRJNA78307	78307	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory
Pseudomonas fluorescens F113	1114970	PRJNA87037	87037	Proteobacteria	Gammaproteobacteria	6.84583	60.8	NC_016830.1	CP003150.1	-	-	-	1	5962	5862	2011/12/09	2012/06/27	Complete	Universidad Autónoma de Madrid
Pseudomonas fluorescens SBW25	216595	PRJNA158693	158693	Proteobacteria	Gammaproteobacteria	6.72254	60.5	NC_012660.1	AM181176.4	-	-	-	1	6106	5921	2008/01/09	2012/08/02	Complete	NCBI
Pseudomonas fluorescens A506	1037911	PRJNA165185	165185	Proteobacteria	Gammaproteobacteria	5.96257	60	NC_017911.1	CP003041.1	-	-	-	1	5428	5267	2012/05/11	2012/08/02	Complete	USDA-ARS
Pseudomonas fluorescens ICMP 11288	1198309	PRJNA168284	168284	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The New Zealand Institute for Plant & Food Research Limited
Pseudomonas fluorescens ICMP 3636	1198310	PRJNA168285	168285	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The New Zealand Institute for Plant & Food Research Limited
Pseudomonas fluorescens NBRC 14160	1215100	PRJDB208	171627	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute of Technology and Evaluation
Pseudomonas fluorescens PF5	1218948	PRJNA171965	171965	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	ORNL
Pseudomonas fluorescens NCIMB 11764	1221522	PRJNA172562	172562	Proteobacteria	Gammaproteobacteria	7.01546	59	-	CM001560.2	-	-	ALWP02	1	-	-	2012/08/28	2013/01/22	Complete	University of North Texas
Pseudomonas fluorescens ABAC62	1230466	PRJNA174579	174579	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The New Zealand Institute for Plant & Food Research Limited
Pseudomonas fluorescens BS2	1231390	PRJNA174875	174875	Proteobacteria	Gammaproteobacteria	6.12326	60.6	-	-	-	-	AMZG01	122	-	-	2012/10/30	2012/10/30	Scaffolds or contigs	LSHTM
Pseudomonas fluorescens BBc6R8	463794	PRJNA180761	180761	Proteobacteria	Gammaproteobacteria	6.94393	61	-	-	-	-	AKXH01	163	6522	6460	2012/09/17	2012/11/18	Scaffolds or contigs	Institut National de la Recherche Agronomique
Pseudomonas fluorescens Q2-87	1038922	PRJNA181592	181592	Proteobacteria	Gammaproteobacteria	6.36817	-	NZ_CM001558.1	CM001558.1	-	-	AGBM01	1	5707	5597	2012/07/27	2012/11/21	Complete	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens SS101	1038924	PRJNA181712	181712	Proteobacteria	Gammaproteobacteria	6.17954	-	NZ_CM001513.1	CM001513.1	-	-	AHPN01	1	5482	5372	2012/05/21	2012/11/21	Complete	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens Q8r1-96	1038923	PRJNA181713	181713	Proteobacteria	Gammaproteobacteria	6.60261	-	NZ_CM001512.1	CM001512.1	-	-	AHPO01	1	5824	5715	2012/05/21	2012/11/21	Complete	USDA - Agricultural Research Service, USA
Pseudomonas fluorescens R124	743713	PRJNA182045	182045	Proteobacteria	Gammaproteobacteria	6.30048	0.373263	NZ_CM001561.1	CM001561.1	NZ_CM001562.1	CM001562.1	ALYL01	2	5286	5224	2012/08/23	2012/11/23	Complete	Northern Kentucky University
Pseudomonas fluorescens Pf29Arp	1262454	PRJNA182080	182080	Proteobacteria	Gammaproteobacteria	6.1181	60.9	-	-	-	-	ANOR01	69	-	-	2013/03/15	2013/03/18	Scaffolds or contigs	INRA
Pseudomonas fluorescens PCAi_D62	1255688	PRJEB341	184314	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	INRA-MIG
Pseudomonas fluorescens BRIP34879	1205750	PRJNA185793	185793	Proteobacteria	Gammaproteobacteria	5.51216	60.9	-	-	-	-	AMZW01	110	4961	4903	2013/01/04	2013/01/30	Scaffolds or contigs	CSIRO
Pseudomonas fluorescens FH5	1284404	PRJNA186801	186801	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Pseudomonas fluorescens	294	PRJNA195465	195465	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Pseudomonas fluorescens LMG 5329	1324332	PRJNA198067	198067	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Centre of Microbial and Plant Genetics (CMPG), University of Leuven
Pseudomonas fluorescens SBW25	216595	PRJNA62971	62971	Proteobacteria	Gammaproteobacteria	6.72254	60.5	-	-	NC_009444.1,NC_009444.1,NC_009444.1,NC_009444.1	AM235768.1,AM235768.1,AM235768.1,AM235768.1	-	-	6009	5921	2008/01/09	2009/07/15	Complete	Sanger Institute
Pseudomonas fluorescens Wayne1	1007656	PRJNA65793	65793	Proteobacteria	Gammaproteobacteria	6.85837	63.3	-	-	-	-	CADX01	90	-	-	2011/06/22	2011/06/22	Scaffolds or contigs	The Ohio State University
Xanthomonas campestris pv. vasculorum NCPPB 702	559736	PRJNA55435	55435	Proteobacteria	Gammaproteobacteria	5.42534	56.9	-	-	-	-	ACHS01	97	4977	4926	2009/08/25	2011/07/05	Scaffolds or contigs	The Sainsbury Laboratory
Xanthomonas campestris pv. musacearum NCPPB 4381	559737	PRJNA55437	55437	Proteobacteria	Gammaproteobacteria	4.78214	62	-	-	-	-	ACHT01	115	4510	4459	2009/08/25	2011/07/05	Scaffolds or contigs	The Sainsbury Laboratory
Xanthomonas campestris pv. campestris str. 8004	314565	PRJNA57595	57595	Proteobacteria	Gammaproteobacteria	5.14871	65	NC_007086.1	CP000050.1	-	-	-	1	4368	4271	2005/05/25	2012/01/23	Complete	Chinese National HGC, Shanghai
Xanthomonas campestris pv. campestris str. ATCC 33913	190485	PRJNA57887	57887	Proteobacteria	Gammaproteobacteria	5.07619	65.1	NC_003902.1	AE008922.1	-	-	-	1	4240	4179	2001/11/28	2012/01/20	Complete	Sao Paulo state (Brazil) Consortium
Xanthomonas campestris pv. campestris str. B100	509169	PRJNA61643	61643	Proteobacteria	Gammaproteobacteria	5.079	65	NC_010688.1	AM920689.1	-	-	-	1	4574	4466	2008/02/12	2012/07/10	Complete	Bielefeld Univ
Xanthomonas campestris pv. musacearum 'Kenyan'	1075759	PRJNA71795	71795	Proteobacteria	Gammaproteobacteria	4.90788	63.1	-	-	-	-	AGFQ01	510	-	-	2011/11/02	2011/11/02	Scaffolds or contigs	International Institute of Tropical Agriculture
Xanthomonas campestris pv. musacearum NCPPB 2005	1094183	PRJNA73875	73875	Proteobacteria	Gammaproteobacteria	4.68511	63.5	-	-	-	-	AKBE01	156	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4379	1094184	PRJNA73877	73877	Proteobacteria	Gammaproteobacteria	4.74673	63.5	-	-	-	-	AKBF01	95	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4380	1094185	PRJNA73879	73879	Proteobacteria	Gammaproteobacteria	4.74801	63.5	-	-	-	-	AKBG01	87	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4384	1094186	PRJNA73881	73881	Proteobacteria	Gammaproteobacteria	4.68839	63.4	-	-	-	-	AKBH01	84	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4394	1094187	PRJNA73883	73883	Proteobacteria	Gammaproteobacteria	4.74365	63.5	-	-	-	-	AKBJ01	85	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. raphani 756C	990315	PRJNA159539	159539	Proteobacteria	Gammaproteobacteria	4.94121	65.3	NC_017271.1	CP002789.1	-	-	-	1	4593	4516	2011/07/29	2012/06/15	Complete	Center for Bioinformatics and Computational Biology
Xanthomonas campestris JX	1182783	PRJNA162587	162587	Proteobacteria	Gammaproteobacteria	5.023	65.1	-	-	-	-	AJVO01	155	-	-	2012/05/22	2012/05/22	Scaffolds or contigs	Shanghai Jiao Tong University
Xanthomonas campestris pv. musacearum NCPPB 2251	1184256	PRJNA163287	163287	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4383	1184257	PRJNA163289	163289	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4387	1184258	PRJNA163291	163291	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4389	1184259	PRJNA163293	163293	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4395	1184260	PRJNA163295	163295	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4433	1184261	PRJNA163297	163297	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4434	1184262	PRJNA163299	163299	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Exeter
Xanthomonas campestris pv. musacearum NCPPB 4392	1184263	PRJNA163301	163301	Proteobacteria	Gammaproteobacteria	4.71848	63.5	-	-	-	-	AKBI01	162	-	-	2012/07/17	2013/02/04	Scaffolds or contigs	University of Exeter
Xanthomonas campestris pv. campestris str. Xca5	1211707	PRJNA170904	170904	Proteobacteria	Gammaproteobacteria	4.99	24	-	-	-	-	CAOR02	130	-	-	2012/11/19	2013/02/12	Scaffolds or contigs	CNRS
Xanthomonas campestris pv. viticola LMG 965	1232713	PRJNA175356	175356	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute of Microbial Technology (Council of Scientific and Industrial Research), Chandigarh - 160036, India
Salmonella enterica subsp. enterica serovar Enteritidis str. LK5	272989	PRJNA32	32	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Univ.IL-Urbana-Champaign
Salmonella enterica subsp. enterica serovar Pullorum	605	PRJNA33	33	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Univ.IL-Urbana-Champaign
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	85569	PRJNA232	232	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Sanger Institute
Salmonella enterica subsp. enterica serovar Dublin	98360	PRJNA240	240	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Univ.IL-Urbana-Champaign
Salmonella typhimurium TR7095	178328	PRJNA280	280	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University (WashU)
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	216597	PRJNA345	345	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Sanger Institute
Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA12470	12470	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. diarizonae	59204	PRJNA13031	13031	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University (WashU)
Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA13341	13341	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Berta	28142	PRJNA13865	13865	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Choleraesuis	119912	PRJNA13882	13882	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica	28901	PRJNA15525	15525	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhi	90370	PRJNA15842	15842	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica	28901	PRJNA15851	15851	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA16010	16010	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA20807	20807	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Choleraesuis	119912	PRJNA27883	27883	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Dublin	98360	PRJNA27885	27885	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Choleraesuis	119912	PRJNA28033	28033	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Newport	108619	PRJNA28517	28517	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1585	523829	PRJNA28765	28765	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. houtenae str. ATCC BAA-1580	523832	PRJNA28769	28769	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. arizonae str. ATCC BAA-1577	523833	PRJNA28771	28771	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. indica str. ATCC BAA-1578	523834	PRJNA28773	28773	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Miami str. ATCC BAA-1586	523836	PRJNA28775	28775	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1584	523830	PRJNA28777	28777	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. salamae str. ATCC BAA-1583	523837	PRJNA28779	28779	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. salamae str. ATCC BAA-1582	523838	PRJNA28781	28781	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. diarizonae str. ATCC BAA-1579	523839	PRJNA28783	28783	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. indica str. ATCC BAA-1576	523835	PRJNA28785	28785	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Muenster str. ATCC BAA-1575	523828	PRJNA28787	28787	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Dublin	98360	PRJNA28937	28937	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Brandenburg	149387	PRJNA29135	29135	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	527001	PRJNA29739	29739	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Salmonella enterica subsp. enterica serovar Dublin	98360	PRJNA29873	29873	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA30151	30151	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA30303	30303	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Paratyphi A	54388	PRJNA30333	30333	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA30457	30457	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Salmonella enterica subsp. enterica serovar Enteritidis str. 48-0811	565035	PRJNA31061	31061	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	WUGSC
Salmonella enterica subsp. enterica serovar Paratyphi C str. SARB 49	566547	PRJNA31063	31063	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	550537	PRJNA31109	31109	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Chonnam National University Medical School, Republic of Korea
Salmonella enterica subsp. enterica serovar Brandenburg str. KMR12	565036	PRJNA31183	31183	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
Salmonella enterica subsp. enterica serovar Indiana str. KMR53	565037	PRJNA31185	31185	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Republic of Korea
